n,pattern,height,avg_depth,balance_height,balance_size
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
30000,descending,20004,8316,0.740697,0.740697
35000,random,33,17,0.459016,0.469565
35000,random,34,17,0.484848,0.458333
35000,random,35,18,0.461538,0.466667
35000,random,35,17,0.492754,0.52459
35000,random,36,18,0.4,0.410714
35000,random,34,18,0.460317,0.448276
35000,random,35,19,0.59322,0.605263
35000,random,36,17,0.462687,0.53211
35000,random,36,18,0.590164,0.635514
35000,random,32,17,0.5,0.521008
35000,random,40,19,0.547945,0.556604
35000,random,34,17,0.566667,0.584071
35000,random,35,18,0.469697,0.448276
35000,random,41,19,0.378788,0.355769
35000,random,35,17,0.492754,0.488
35000,random,34,17,0.492537,0.426087
35000,random,35,18,0.514706,0.548387
35000,random,35,18,0.42623,0.473684
35000,random,37,18,0.478873,0.453125
35000,random,37,18,0.393443,0.40708
35000,random,33,17,0.467742,0.470085
35000,random,34,18,0.576271,0.634615
35000,random,38,17,0.472222,0.492308
35000,random,37,18,0.439394,0.454545
35000,random,34,18,0.460317,0.420561
35000,random,38,19,0.59375,0.642202
35000,random,38,18,0.584615,0.598131
35000,random,34,17,0.484848,0.448276
35000,random,38,18,0.344828,0.27957
35000,random,34,17,0.576271,0.592593
35000,random,37,17,0.649123,0.660194
35000,random,34,17,0.53125,0.441176
35000,random,37,18,0.403226,0.423423
35000,random,33,16,0.459016,0.474138
35000,random,35,18,0.453125,0.495495
35000,random,37,19,0.698113,0.724138
35000,random,33,17,0.467742,0.475
35000,random,36,18,0.478261,0.491071
35000,random,39,19,0.573529,0.561983
35000,random,41,19,0.630769,0.641509
35000,random,38,17,0.396825,0.403509
35000,random,33,17,0.507692,0.520325
35000,random,37,18,0.471429,0.445378
35000,random,36,17,0.571429,0.560345
35000,random,38,18,0.655172,0.670213
35000,random,34,17,0.46875,0.513274
35000,random,35,18,0.485294,0.565217
35000,random,35,18,0.477612,0.5
35000,random,37,17,0.552239,0.579832
35000,random,37,16,0.544118,0.539062
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,ascending,43,26,0,0
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
35000,descending,25004,10593,0.793627,0.793627
40000,random,33,18,0.5,0.488
40000,random,40,19,0.769231,0.752688
40000,random,34,17,0.460317,0.427273
40000,random,39,18,0.409091,0.4
40000,random,36,18,0.428571,0.422764
40000,random,36,18,0.4,0.386792
40000,random,44,19,0.39726,0.401575
40000,random,34,18,0.476923,0.467742
40000,random,34,17,0.492537,0.529915
40000,random,35,18,0.530303,0.534884
40000,random,33,17,0.5,0.553571
40000,random,38,19,0.633333,0.656863
40000,random,35,19,0.546875,0.517857
40000,random,36,18,0.454545,0.487395
40000,random,37,18,0.536232,0.563492
40000,random,34,18,0.433333,0.451327
40000,random,33,17,0.492308,0.504
40000,random,37,18,0.478873,0.428571
40000,random,36,17,0.446154,0.438017
40000,random,38,18,0.40625,0.411765
40000,random,35,18,0.564516,0.573913
40000,random,38,18,0.424242,0.391304
40000,random,35,19,0.583333,0.570175
40000,random,42,18,0.454545,0.398305
40000,random,34,17,0.539683,0.57265
40000,random,39,18,0.4,0.422018
40000,random,33,17,0.507692,0.507812
40000,random,35,17,0.555556,0.561404
40000,random,36,19,0.454545,0.495413
40000,random,34,18,0.484848,0.487805
40000,random,40,19,0.375,0.405172
40000,random,34,17,0.492537,0.504132
40000,random,35,18,0.485294,0.396396
40000,random,34,18,0.46875,0.396396
40000,random,33,17,0.467742,0.457627
40000,random,39,18,0.573529,0.614754
40000,random,38,20,0.550725,0.572816
40000,random,37,18,0.478873,0.452381
40000,random,40,18,0.666667,0.657407
40000,random,36,18,0.470588,0.504065
40000,random,37,19,0.314815,0.303371
40000,random,37,17,0.478873,0.488
40000,random,35,17,0.522388,0.504065
40000,random,37,17,0.569231,0.565574
40000,random,36,18,0.478261,0.548673
40000,random,37,17,0.560606,0.557377
40000,random,36,17,0.485714,0.508475
40000,random,34,18,0.5,0.508929
40000,random,33,17,0.532258,0.558559
40000,random,33,17,0.55,0.551724
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,ascending,44,26,0,0
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
40000,descending,30004,13002,0.833282,0.833282
45000,random,40,18,0.555556,0.591667
45000,random,37,18,0.521127,0.503937
45000,random,37,18,0.478873,0.491935
45000,random,38,18,0.472222,0.495798
45000,random,36,18,0.553846,0.569106
45000,random,35,19,0.538462,0.548387
45000,random,35,18,0.492754,0.352381
45000,random,34,17,0.492537,0.507937
45000,random,37,18,0.430769,0.408333
45000,random,35,18,0.514706,0.487805
45000,random,35,19,0.660377,0.67033
45000,random,35,18,0.453125,0.451613
45000,random,37,19,0.403226,0.411765
45000,random,40,19,0.42029,0.452991
45000,random,36,18,0.507042,0.422018
45000,random,35,18,0.461538,0.459677
45000,random,37,18,0.471429,0.512195
45000,random,40,18,0.519481,0.504065
45000,random,35,18,0.435484,0.392857
45000,random,35,18,0.5,0.52381
45000,random,38,18,0.464789,0.492188
45000,random,38,18,0.441176,0.40678
45000,random,33,18,0.5,0.479675
45000,random,33,18,0.507692,0.496
45000,random,41,19,0.61194,0.603448
45000,random,39,18,0.442857,0.517241
45000,random,35,17,0.485294,0.480315
45000,random,36,18,0.521739,0.507937
45000,random,36,18,0.571429,0.565217
45000,random,37,18,0.471429,0.488722
45000,random,38,18,0.441176,0.477876
45000,random,37,18,0.569231,0.594828
45000,random,37,19,0.587302,0.586777
45000,random,38,20,0.366667,0.42
45000,random,35,18,0.477612,0.361111
45000,random,34,18,0.539683,0.550847
45000,random,38,18,0.542857,0.531746
45000,random,39,18,0.41791,0.421875
45000,random,33,17,0.507692,0.504132
45000,random,34,18,0.5,0.520661
45000,random,38,18,0.550725,0.532258
45000,random,36,17,0.485714,0.48
45000,random,34,18,0.507463,0.435185
45000,random,38,18,0.558824,0.580645
45000,random,34,17,0.507463,0.5
45000,random,36,18,0.514286,0.504
45000,random,40,19,0.459459,0.412698
45000,random,37,18,0.569231,0.565574
45000,random,37,18,0.536232,0.565217
45000,random,34,18,0.392857,0.4
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,ascending,44,26,0,0
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
45000,descending,35004,15499,0.864168,0.864168
50000,random,35,18,0.40678,0.392857
50000,random,37,18,0.471429,0.507812
50000,random,37,18,0.544118,0.559055
50000,random,35,18,0.507246,0.512821
50000,random,34,18,0.515152,0.51938
50000,random,35,18,0.492754,0.479675
50000,random,39,19,0.493506,0.503597
50000,random,42,18,0.4,0.446281
50000,random,34,18,0.442623,0.426087
50000,random,33,18,0.515625,0.516129
50000,random,39,18,0.450704,0.444444
50000,random,38,18,0.513514,0.484615
50000,random,36,18,0.478261,0.492063
50000,random,35,19,0.514706,0.526316
50000,random,37,19,0.587302,0.568807
50000,random,35,19,0.351852,0.388889
50000,random,38,18,0.449275,0.438017
50000,random,35,18,0.514706,0.495868
50000,random,39,18,0.458333,0.563636
50000,random,38,19,0.603175,0.61157
50000,random,37,18,0.439394,0.508929
50000,random,39,19,0.527027,0.507937
50000,random,38,18,0.550725,0.541985
50000,random,39,18,0.52,0.51145
50000,random,37,18,0.521127,0.495868
50000,random,33,17,0.515625,0.556522
50000,random,38,19,0.24,0.244681
50000,random,36,18,0.529412,0.512
50000,random,35,17,0.485294,0.488189
50000,random,42,19,0.608696,0.566667
50000,random,34,17,0.515152,0.520325
50000,random,39,18,0.409091,0.351852
50000,random,41,19,0.33871,0.37963
50000,random,40,18,0.555556,0.578125
50000,random,31,17,0.5,0.5
50000,random,38,18,0.520548,0.446281
50000,random,41,19,0.369231,0.27619
50000,random,36,18,0.514286,0.507692
50000,random,35,18,0.507246,0.5
50000,random,38,20,0.366667,0.411765
50000,random,36,19,0.492958,0.469565
50000,random,36,18,0.485714,0.455285
50000,random,35,17,0.507246,0.511628
50000,random,37,18,0.447761,0.45082
50000,random,37,18,0.471429,0.496124
50000,random,37,18,0.493151,0.483607
50000,random,32,17,0.492063,0.495868
50000,random,36,18,0.580645,0.60177
50000,random,37,18,0.528571,0.523077
50000,random,34,18,0.523077,0.525424
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,ascending,45,27,0,0
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
50000,descending,40004,18057,0.88884,0.88884
